gender,age,days_diff,max_date_income,offer_id_count,amount_count,amount_mean,reward_count,reward_mean,xid-0b1e1539f2cc45b7b9fa7c272da2e1d7,xid-2298d6c36e964ae4a3e7e9706d1fb8c2,xid-2906b810c7d4411798c6938adc9daaa5,xid-3f207df678b143eea3cee63160fa8bed,xid-4d5c57ea9a6940dd891ad53e9dbe8da0,xid-5a8bc65990b245e5a138643cd4eb9837,xid-9b98b8c7a33c4b65b9aebfe6a799e6d9,xid-ae264e3637204a6fb9bb56bc8210ddfd,xid-f19421c1d4aa40978ebb69ca19b0e20d,xid-fafdcd668e3743c1bb461111dcafc2a4
M,26.0,110,67548.67711677946,9,5,3.1,1,2.0,0,1,0,0,1,1,1,0,0,1
M,51.0,354,78657.35246209794,7,6,3.5700000000000003,0,,0,0,0,1,0,1,1,0,1,0
M,26.0,1082,79144.61681919567,7,13,16.82,2,10.0,0,0,0,1,0,0,0,1,0,0
F,68.0,428,86460.92520613762,10,8,18.615,2,7.5,0,0,0,1,0,1,1,1,1,0
M,39.0,936,68218.05865840816,11,9,57.142222222222216,3,5.0,1,1,0,0,0,0,1,0,1,0
F,70.0,1390,85795.58910839022,12,2,21.979999999999997,2,3.5,1,0,1,0,0,0,0,0,1,0
M,37.0,776,65955.01856048303,14,24,14.565833333333332,5,4.6,1,1,0,0,1,0,0,0,0,1
M,22.0,550,39303.62499233961,10,17,1.9058823529411764,1,5.0,0,0,0,1,0,1,0,1,1,1
M,21.0,142,70066.77479263638,10,5,3.9,0,,0,1,1,0,0,1,0,1,1,0
M,21.0,301,41555.42791651929,8,14,10.582142857142857,3,3.3333333333333335,1,1,0,0,0,0,0,0,0,1
F,53.0,331,73987.6784596662,12,3,16.596666666666668,2,6.0,1,0,0,0,1,0,0,0,1,1
M,54.0,109,41953.21013883924,6,6,1.875,0,,0,0,1,1,0,1,0,0,0,0
F,49.0,874,72141.49195274709,8,13,14.84769230769231,2,4.0,1,1,0,1,0,0,0,0,0,0
M,46.0,40,51431.95744439831,10,6,4.711666666666667,1,2.0,0,1,1,0,0,1,0,0,0,1
M,52.0,289,39324.75383044948,7,4,2.7825,1,5.0,1,0,0,1,0,0,1,1,0,0
F,33.0,288,78632.92598993822,11,8,4.3825,2,4.0,1,1,0,1,0,0,0,0,1,1
M,55.0,583,125518.98411273661,15,12,107.73833333333333,5,6.4,0,0,0,0,0,1,1,1,1,1
M,34.0,199,49014.05937824249,10,6,2.4633333333333334,1,3.0,0,1,0,0,0,1,1,1,0,0
F,98.0,203,67842.59617886133,5,4,5.3975,0,,1,0,0,1,0,1,0,0,0,0
M,57.0,143,90693.7706938573,8,2,26.665,0,,0,1,0,1,0,0,1,0,0,1
M,19.0,364,36712.258324611386,7,5,19.842000000000002,1,3.0,0,1,1,0,0,0,0,1,0,0
M,60.0,666,36824.50227679113,5,10,2.165,0,,0,0,1,0,0,1,0,1,0,0
M,62.0,1359,58600.17773187496,14,19,2.6489473684210525,3,2.6666666666666665,0,1,0,0,1,0,1,1,0,1
M,53.0,1122,87416.37626195696,6,13,2.543846153846154,1,3.0,0,1,0,0,0,0,1,1,0,0
M,74.0,163,73482.61005567962,10,4,21.990000000000002,2,6.5,0,1,0,1,1,0,0,1,0,0
M,50.0,46,63614.02253133477,11,8,17.55125,4,5.5,0,0,0,0,0,0,1,1,1,1
F,49.0,176,116234.40126231681,8,2,20.939999999999998,2,4.0,0,1,0,0,0,0,1,0,0,0
F,95.0,287,69054.90010767379,10,2,18.225,0,,1,0,1,1,0,0,1,0,0,1
M,51.0,813,92585.41639032435,14,9,22.594444444444445,4,8.75,0,0,0,1,1,0,0,1,1,0
F,53.0,867,108052.63824546282,9,13,25.323076923076922,3,6.0,0,1,0,0,0,0,1,1,0,0
M,78.0,488,48768.54286850975,6,12,2.435,0,,0,0,1,1,1,0,1,0,0,0
M,39.0,694,59036.56731785313,12,10,13.659,4,2.75,1,0,1,0,0,0,0,0,0,1
M,73.0,460,123407.37421833668,8,3,28.596666666666668,2,5.0,0,1,0,0,0,0,1,0,1,0
O,56.0,1299,69699.20273157007,9,4,12.7125,2,3.5,0,0,1,0,1,0,0,1,1,0
M,55.0,668,84041.3289399868,9,10,20.954,3,6.666666666666667,1,0,0,0,0,0,1,1,0,0
M,56.0,51,39421.64798547227,5,0,,0,,0,0,1,0,0,1,0,0,1,0
M,34.0,295,48952.12530456349,10,15,2.908666666666667,2,4.0,0,1,1,1,0,1,1,0,0,0
M,54.0,548,79696.59521166106,6,14,17.26142857142857,2,3.5,0,0,0,0,0,0,0,0,1,1
F,86.0,661,133348.1628754802,9,8,24.59,2,3.5,0,0,0,0,0,1,0,0,1,1
M,77.0,314,60901.56354916143,10,0,,0,,0,1,1,0,1,0,0,1,1,0
F,37.0,384,78072.14626767093,5,4,16.8875,1,5.0,0,0,0,1,0,0,1,0,0,0
M,33.0,330,43954.424135027206,10,5,2.628,1,2.0,1,0,0,1,0,1,0,0,0,1
F,64.0,469,79484.00334056758,9,11,19.402727272727272,3,5.666666666666667,0,0,0,0,1,0,0,0,1,1
F,41.0,315,58777.0585462356,14,4,12.185,3,4.666666666666667,0,0,1,0,1,0,0,1,0,1
M,69.0,790,116943.75146134502,7,5,28.156,2,6.0,0,0,1,0,1,0,0,0,0,0
M,54.0,370,68111.76973274148,10,10,3.6950000000000003,2,3.5,0,0,1,0,1,0,0,0,1,1
M,70.0,144,101021.17928911943,6,0,,0,,1,0,0,1,1,0,0,0,0,0
F,88.0,1006,66759.814959679,11,11,15.127272727272727,1,5.0,0,0,0,1,1,0,0,0,1,0
M,31.0,223,71273.72445469901,12,6,3.7433333333333336,1,5.0,1,1,0,0,0,0,0,1,1,0
F,63.0,315,58777.0585462356,17,9,12.58222222222222,6,5.666666666666667,0,0,1,0,0,0,1,1,1,0
F,45.0,0,70000.0,9,2,18.795,1,10.0,1,0,0,0,1,1,0,0,0,0
M,34.0,1051,49923.162936110864,12,12,8.769166666666667,3,5.0,0,0,0,0,0,1,1,0,1,1
F,87.0,47,58577.64050482118,9,3,3.4066666666666663,0,,1,0,1,1,0,0,0,1,0,1
F,46.0,982,41821.784041484236,12,12,8.116666666666667,3,4.666666666666667,1,0,1,0,0,1,0,1,0,1
F,71.0,251,103326.24117983051,11,2,29.125,1,5.0,0,0,0,0,1,1,0,0,1,1
M,85.0,151,77426.32126649548,9,6,6.62,2,2.5,1,1,0,0,0,0,0,0,0,1
M,34.0,199,37542.68377907936,11,4,3.705,0,,1,1,1,0,0,1,0,1,0,0
M,45.0,1304,52658.65858050805,4,7,2.957142857142857,0,,0,0,0,0,0,1,0,0,1,0
M,32.0,1069,37584.74871076604,10,20,2.7495,0,,1,0,1,1,1,0,0,1,0,0
M,58.0,764,88109.39518197028,8,5,18.054000000000002,2,2.5,0,1,1,1,0,0,0,0,0,0
F,73.0,207,62676.77478366698,9,3,12.88,0,,0,1,0,1,0,1,1,1,0,0
M,55.0,211,69002.62513912488,6,2,14.165,0,,1,1,0,0,0,0,0,0,1,0
F,51.0,1004,63024.35310315283,14,22,12.757727272727273,5,5.6,0,1,1,0,1,0,0,1,0,0
M,66.0,114,45070.44819229209,7,3,2.1833333333333336,0,,1,0,1,1,0,0,1,0,0,0
F,62.0,237,85150.57146573447,13,5,20.454,4,3.25,0,1,0,1,0,0,1,0,0,1
M,27.0,957,70967.9619343321,9,19,2.7063157894736842,1,2.0,0,0,1,0,0,0,0,1,1,1
M,51.0,530,106232.33555400472,13,4,22.465,3,6.666666666666667,0,0,0,0,1,0,1,1,0,0
M,58.0,653,88366.40709895975,15,5,20.834,4,5.0,0,1,1,0,0,1,1,1,0,0
F,45.0,273,57199.58758405099,14,12,14.499166666666667,4,7.5,0,0,0,1,0,0,1,1,1,0
M,39.0,317,60940.099415967794,5,5,4.604,0,,0,0,0,0,1,0,1,0,0,0
F,65.0,887,104892.28759719337,13,11,22.53818181818182,3,5.666666666666667,0,0,1,1,0,0,0,1,1,0
O,39.0,123,60550.16896553412,14,4,14.1875,4,4.75,1,0,0,0,1,1,0,0,0,1
F,33.0,527,53641.34341801086,11,8,12.282499999999999,3,5.666666666666667,0,0,1,1,1,1,1,0,0,0
M,75.0,522,60282.923906435186,15,12,12.324166666666665,6,5.5,1,1,0,0,0,0,1,1,0,0
M,76.0,32,35236.952921236094,12,6,7.588333333333334,3,5.666666666666667,0,0,1,0,1,1,0,0,1,0
F,52.0,447,37360.40461570938,8,9,7.543333333333333,2,5.0,0,0,0,1,0,0,1,0,1,0
M,43.0,301,67127.99894206964,6,2,0.7799999999999999,0,,1,0,0,0,0,1,0,0,0,1
F,73.0,229,77660.77002269667,16,5,23.384,4,7.0,0,1,0,0,0,1,0,1,1,0
F,81.0,440,106429.83398515901,6,6,131.42999999999998,2,2.0,0,0,0,0,0,0,0,0,0,1
M,37.0,443,76853.63372801188,16,8,19.21,4,4.5,0,1,0,0,0,1,1,0,1,0
M,67.0,50,43455.730231731555,3,5,3.998,1,2.0,0,0,0,0,0,0,0,0,0,1
F,89.0,500,35557.88694186234,11,15,6.870666666666667,2,2.0,0,0,1,0,1,1,0,0,0,1
F,38.0,10,39082.31910062918,8,8,8.2225,2,2.5,1,1,0,0,0,0,0,0,0,1
F,82.0,63,77016.295307861,9,3,17.533333333333335,0,,0,1,0,1,1,0,0,0,1,0
F,52.0,921,104432.62665910757,14,15,19.956,4,4.25,1,0,1,0,0,1,1,0,0,0
F,60.0,198,57344.785448684146,12,10,15.594,4,4.5,0,1,0,0,0,0,1,0,1,0
F,46.0,311,85421.82743966344,13,9,24.970000000000002,2,6.0,0,0,0,1,0,1,0,1,0,1
M,50.0,838,63243.09994726762,6,6,11.195,2,2.5,0,1,1,0,0,0,0,0,0,0
F,53.0,778,80122.01750232276,15,10,17.099,5,6.4,0,0,1,0,1,0,1,1,0,0
O,32.0,228,34625.20398160373,4,4,2.02,0,,0,0,1,1,0,0,0,1,0,0
M,61.0,48,43437.408625334516,7,8,2.60125,0,,1,0,0,0,0,0,0,1,1,1
F,82.0,254,108666.7042734961,9,0,,0,,0,1,0,0,1,1,0,0,0,0
M,46.0,1572,43182.996221758214,5,7,1.5757142857142856,0,,0,0,1,1,0,1,1,0,0,0
M,52.0,958,128503.57521317151,13,9,101.95444444444445,3,6.0,1,1,0,0,1,1,0,0,1,0
M,40.0,176,48776.93624400795,14,12,9.2525,4,3.25,0,1,1,0,0,1,1,0,0,0
M,51.0,953,99026.87424294617,15,6,20.381666666666664,4,5.5,0,0,1,0,1,1,1,0,0,0
M,71.0,1447,51557.06467078842,12,10,2.557,1,3.0,0,1,1,0,1,1,1,1,0,0
M,84.0,819,79629.17490217954,9,11,19.774545454545454,1,5.0,1,0,0,1,0,1,0,0,0,0
M,81.0,1616,134974.42204331516,9,5,20.326,2,3.5,1,0,1,0,0,0,1,0,1,0
F,89.0,285,115750.93260141443,14,6,26.94333333333334,5,5.8,0,0,0,0,0,0,0,1,1,1
M,87.0,91,88685.4345787767,11,3,23.333333333333332,3,4.333333333333333,0,1,0,0,1,0,0,0,1,0
M,47.0,1476,88730.6227335215,14,8,17.00375,4,3.25,0,1,0,1,0,0,0,0,1,1
M,86.0,169,37305.954603870356,10,3,3.016666666666667,1,5.0,0,0,0,0,0,1,0,0,1,1
M,76.0,165,55911.75555474139,4,5,3.908,0,,0,1,0,0,0,0,1,0,0,0
M,44.0,282,78533.50935254917,12,14,3.4899999999999998,3,5.666666666666667,1,0,1,0,1,1,1,0,0,1
M,73.0,1714,90426.31692689548,9,8,5.45625,1,5.0,1,0,0,1,0,0,1,0,0,0
M,51.0,513,53483.2313912906,10,11,3.7072727272727275,2,4.0,0,1,1,0,0,0,1,1,1,0
M,27.0,471,76204.29877625685,10,13,3.3338461538461535,1,5.0,0,0,0,1,1,0,0,1,1,0
M,93.0,523,100492.72671957726,6,3,26.183333333333334,2,5.0,1,0,0,0,0,1,1,0,0,0
F,55.0,230,85024.98489133875,15,10,22.298,6,7.5,1,0,0,0,1,0,0,1,1,0
M,60.0,301,73521.14169845721,13,22,3.914090909090909,4,3.0,0,1,1,0,0,1,0,0,1,1
F,63.0,441,108647.16962808897,14,4,31.517500000000002,4,3.5,0,0,0,1,0,1,0,0,1,1
M,22.0,169,49741.27280516047,8,7,10.401428571428571,3,5.0,1,0,0,0,0,0,1,0,0,0
F,66.0,296,68121.66685848538,12,2,19.04,2,2.0,0,1,0,0,0,0,0,0,0,1
M,23.0,1736,76426.6361658349,12,18,3.908333333333333,2,6.5,0,1,0,1,1,1,0,1,0,0
M,52.0,1,47009.911096723714,5,4,2.2550000000000003,0,,0,0,0,0,1,0,1,1,0,0
F,31.0,162,71397.62144758653,13,14,14.950000000000001,3,3.6666666666666665,0,1,0,1,0,0,1,0,1,0
M,72.0,284,42468.450950190534,11,12,2.7975,2,4.0,0,1,0,1,0,1,1,0,1,0
F,47.0,88,98816.63581193575,7,1,22.53,0,,0,0,0,1,1,1,0,1,0,0
M,74.0,1052,111102.46125805868,7,5,22.688,1,10.0,0,0,0,1,1,1,0,0,0,0
F,57.0,790,66150.0008266194,7,11,11.93909090909091,1,10.0,0,0,0,1,0,0,0,1,0,0
M,42.0,61,64828.48341000511,12,0,,0,,1,1,0,0,0,1,0,0,1,1
M,42.0,191,77041.00843755512,6,4,26.4475,0,,0,0,0,1,1,0,0,0,0,0
M,62.0,322,70636.65058946777,10,3,16.023333333333333,2,7.5,0,0,0,0,1,0,1,1,1,0
F,70.0,1784,112164.40409154269,8,3,16.73333333333333,1,5.0,1,0,0,1,0,0,0,0,0,0
M,38.0,138,75155.33013241531,9,9,3.8400000000000003,2,7.5,0,0,0,0,1,0,1,0,0,0
M,61.0,28,66390.80730632912,9,4,3.0625,0,,1,0,0,0,0,0,0,1,1,1
F,25.0,26,71390.30197190362,13,9,17.226666666666667,4,7.5,1,0,0,1,1,0,1,1,0,0
M,55.0,180,49856.77530715749,6,5,1.6780000000000002,0,,0,1,0,0,1,0,0,0,1,0
M,42.0,264,72949.79587505676,5,1,0.76,0,,1,0,1,1,0,0,0,0,0,0
F,40.0,408,73019.04545242798,13,14,18.844285714285714,4,5.0,1,0,0,0,0,1,0,0,1,0
F,50.0,845,97992.34161179113,11,7,24.05,3,6.666666666666667,1,0,0,1,1,0,0,0,1,0
M,72.0,294,64901.08888232735,6,3,16.69333333333333,0,,0,1,1,0,0,0,0,0,1,0
M,70.0,82,76308.01596346151,9,4,28.04,0,,1,0,0,0,0,1,1,1,1,0
F,56.0,508,129114.94991506844,5,8,26.037499999999998,1,10.0,0,0,0,1,1,0,0,0,0,0
M,81.0,922,142106.905961532,11,8,144.1175,3,8.333333333333334,1,0,0,0,1,1,0,1,0,0
M,54.0,1075,52685.258857331646,8,20,2.7795,1,3.0,0,1,0,0,0,0,1,0,0,0
F,66.0,635,36584.58691465021,12,17,3.0282352941176467,2,2.5,0,1,0,1,1,0,0,0,1,1
F,23.0,167,47648.62190381773,6,7,2.2714285714285714,0,,1,0,0,0,0,0,0,0,1,1
M,23.0,1060,63772.937947943654,4,6,2.841666666666667,0,,1,0,1,0,0,0,1,0,0,0
M,70.0,420,59000.26626800995,13,8,16.7525,4,5.5,1,0,1,0,0,1,1,1,0,0
M,33.0,8,59099.60620817984,8,5,12.08,1,5.0,1,0,0,0,1,1,1,0,0,0
F,60.0,312,57671.89248338979,14,9,12.337777777777779,5,5.0,0,1,1,0,1,0,1,0,1,0
F,32.0,9,40075.978848870036,10,5,11.208,2,5.0,1,1,0,0,0,1,1,0,0,0
F,95.0,215,57550.70591701757,6,5,2.8280000000000003,1,5.0,0,0,0,0,0,1,1,0,1,0
F,46.0,96,72451.81245753611,6,2,27.775,0,,1,1,0,1,0,0,0,0,0,0
O,40.0,433,62449.00204378389,6,10,3.229,0,,0,0,0,1,1,1,0,0,0,0
M,41.0,891,85673.97966135155,17,11,16.48818181818182,5,6.2,0,1,0,1,1,0,0,0,1,0
F,24.0,918,65532.50875098791,12,20,4.032,3,3.3333333333333335,0,1,0,0,1,1,0,0,1,1
F,55.0,129,47268.368328785065,6,8,62.09,2,5.0,1,0,0,0,0,0,0,0,1,0
F,71.0,490,83163.26098538203,16,9,16.794444444444444,3,6.666666666666667,0,0,0,1,0,0,1,1,1,0
M,71.0,128,48285.75932287649,8,4,2.8575,0,,1,0,1,0,0,1,0,0,0,1
M,94.0,178,34262.08150845366,12,8,2.25875,1,5.0,1,1,0,0,0,0,1,0,1,0
M,71.0,575,81280.49836953614,9,5,18.736,3,5.0,0,0,0,0,0,0,0,0,1,0
M,71.0,276,43456.79668602094,8,4,1.565,0,,1,0,0,0,1,0,1,1,1,0
M,57.0,778,87191.60728193948,13,11,17.60727272727273,3,4.333333333333333,0,1,0,0,0,1,1,0,1,0
M,59.0,1734,56214.75711609745,6,5,4.098,2,3.5,0,0,0,0,0,1,0,0,1,1
F,69.0,357,125068.85365636638,8,0,,0,,0,1,1,0,0,1,0,0,1,0
M,50.0,537,91830.7180752292,12,7,21.830000000000002,4,6.25,1,0,0,0,1,0,0,0,1,0
F,83.0,743,108772.94689083195,11,9,21.043333333333333,3,5.666666666666667,0,0,0,1,0,0,1,1,0,1
F,56.0,1046,114702.28485991094,11,8,23.91875,3,10.0,0,0,0,0,1,0,0,1,0,0
M,46.0,556,64089.790262374576,9,10,15.519,3,7.333333333333333,0,0,1,0,1,0,0,1,0,0
M,51.0,862,63563.94975797945,11,22,2.5536363636363637,3,2.3333333333333335,0,1,1,0,0,0,0,1,0,1
M,44.0,1585,90793.5234460852,10,15,4.06,3,2.3333333333333335,1,1,1,0,0,0,1,0,0,1
F,36.0,230,82925.60254834274,8,4,21.085,2,3.5,0,0,1,0,0,0,1,0,1,0
M,67.0,2,35014.7627642668,8,7,1.864285714285714,0,,1,0,0,1,0,1,0,0,1,0
F,51.0,797,139593.38474054608,6,7,28.00714285714286,2,6.0,0,0,1,0,1,0,0,1,0,0
F,40.0,353,38781.749163559674,8,8,3.21125,0,,1,1,0,0,1,0,0,0,1,0
M,61.0,256,34830.23099219687,9,7,7.652857142857143,1,5.0,0,0,0,0,1,0,1,1,1,0
F,39.0,72,86300.26014834674,5,4,20.1225,1,2.0,0,0,0,0,0,1,0,0,0,1
M,59.0,340,94540.33335447068,10,4,21.8525,2,3.5,0,0,0,1,0,1,1,0,1,1
M,49.0,699,81116.05501019229,13,14,16.091428571428573,3,3.3333333333333335,0,1,1,1,0,1,0,0,1,0
F,36.0,280,56223.25832297979,12,12,14.735833333333332,4,5.5,1,0,1,0,0,0,0,1,1,0
O,58.0,1020,106635.50321708577,14,14,23.06357142857143,4,5.5,1,0,1,1,0,0,0,1,0,0
F,55.0,867,97247.37442091653,13,11,21.12090909090909,4,6.75,0,0,1,0,1,0,0,1,1,0
M,47.0,529,41365.97608518687,10,9,7.9833333333333325,2,2.5,0,1,0,0,0,1,0,0,0,1
F,89.0,839,93094.37794788297,13,8,18.37,4,5.0,0,1,1,1,0,0,1,1,0,0
F,70.0,227,124834.25970546184,12,7,28.43857142857143,4,4.75,0,1,1,0,1,0,0,0,1,1
F,28.0,721,82657.39465757692,14,15,17.051333333333332,5,5.8,0,0,1,0,0,0,0,1,1,1
M,44.0,556,86577.43596847092,11,7,25.12,3,5.666666666666667,0,0,1,1,1,0,1,0,0,0
M,56.0,1368,62714.54302054793,10,24,4.194583333333333,3,2.6666666666666665,0,1,1,0,0,0,0,0,0,1
M,19.0,1501,42541.33995133029,5,15,2.0686666666666667,0,,0,0,0,1,1,0,1,0,0,0
F,44.0,473,68502.30951660965,2,3,13.283333333333333,0,,0,0,0,1,0,0,0,0,0,0
F,71.0,136,32930.91221285192,14,13,8.442307692307692,4,5.5,1,0,0,1,1,0,0,0,0,1
M,41.0,256,63327.69271308521,7,22,2.9213636363636364,1,3.0,1,1,0,0,0,0,0,1,0,0
F,53.0,551,56159.87588659129,16,16,11.69875,5,5.6,1,1,0,1,1,0,0,0,1,0
M,45.0,1686,69917.57529767907,7,16,2.468125,1,2.0,0,0,1,1,0,1,0,1,0,0
M,41.0,1085,69138.22675267501,12,14,16.080714285714286,4,4.75,1,0,0,0,1,0,0,0,0,1
M,64.0,238,105146.33029785648,9,4,32.545,1,5.0,0,1,0,1,0,1,1,0,0,0
M,43.0,95,30606.987653358436,4,7,3.3542857142857145,1,2.0,1,0,0,0,0,0,0,0,0,1
M,63.0,1385,81687.755255132,7,16,4.376875,1,5.0,0,0,0,0,1,0,0,1,1,0
F,86.0,891,138767.71353599196,9,3,22.209999999999997,2,3.5,0,0,1,1,0,1,0,0,1,0
F,61.0,208,77317.65644337141,8,3,20.01,0,,0,0,1,1,0,1,0,0,0,1
M,40.0,1527,52434.1144960315,7,13,2.3830769230769233,0,,1,0,0,1,1,1,1,0,0,0
F,84.0,481,34308.978955783736,13,17,7.770588235294118,3,3.3333333333333335,0,1,1,1,0,0,0,0,1,1
F,60.0,167,31075.188198141997,10,3,3.1,0,,1,1,1,0,1,0,0,0,1,0
F,73.0,393,82566.02217732264,11,8,17.619999999999997,3,2.3333333333333335,0,1,1,0,0,1,0,0,0,1
F,69.0,221,60766.663418479315,8,7,4.085714285714286,1,2.0,0,0,1,0,0,1,0,0,0,1
M,42.0,734,87553.8125131251,14,9,16.492222222222225,2,2.0,0,0,1,1,0,0,0,0,0,1
F,50.0,233,123941.9337217971,12,7,23.82,4,5.5,1,0,1,0,1,0,1,0,0,0
M,48.0,3,44027.841290775905,9,6,2.7883333333333336,1,5.0,0,1,1,0,0,0,1,0,0,1
M,45.0,103,33724.52558110706,10,2,2.77,1,5.0,0,1,1,1,0,0,1,1,1,0
F,35.0,359,42066.74713277892,12,8,8.04,2,3.5,0,0,1,0,0,1,0,0,1,1
M,30.0,237,49408.35628258667,6,6,3.3216666666666668,1,5.0,0,0,0,1,0,1,0,0,1,0
M,61.0,960,80807.74564072241,9,15,3.9399999999999995,3,3.0,1,0,1,0,0,0,0,0,0,1
F,88.0,434,58078.86069814935,9,8,53.5275,2,5.0,1,0,1,0,0,1,0,0,0,0
F,84.0,372,65977.30837978456,11,17,14.801764705882352,4,5.0,1,1,1,0,0,0,0,1,0,0
F,59.0,32,58392.66484090553,5,0,,0,,1,0,0,1,1,0,1,0,0,0
F,60.0,104,70529.7869148581,5,5,2.0740000000000003,0,,0,0,1,0,1,0,0,1,0,0
M,75.0,946,104984.57627039736,8,4,23.935,2,7.5,0,0,0,1,1,1,1,0,0,0
F,63.0,14,64189.20266122409,7,5,5.136,2,3.5,1,0,0,1,0,0,1,0,0,1
F,70.0,98,76565.88606765926,8,1,32.48,1,3.0,0,1,0,0,1,0,1,0,0,0
F,53.0,64,64869.50406130464,6,0,,0,,1,0,0,0,0,0,0,0,0,1
F,29.0,68,62895.35618445004,9,7,4.508571428571428,2,5.0,0,0,0,1,0,0,1,1,1,0
M,67.0,49,41425.79783657123,7,7,2.54,1,5.0,0,0,0,1,1,1,1,0,0,0
M,52.0,324,104928.9632725354,15,4,26.7925,3,6.666666666666667,1,1,0,1,0,0,1,1,0,0
F,39.0,577,73409.1781369422,15,13,20.186153846153847,5,5.6,0,1,0,0,1,0,1,0,1,0
M,71.0,18,99376.452493008,12,3,27.236666666666668,3,2.6666666666666665,0,1,0,0,1,1,0,0,0,1
M,43.0,215,61736.21180189158,10,6,3.471666666666667,1,5.0,0,1,0,0,0,1,1,0,1,1
M,38.0,343,74175.121044171,6,14,15.689285714285715,1,10.0,1,0,0,1,0,0,0,1,0,0
M,69.0,795,104059.64950314685,7,5,20.588,1,10.0,0,0,0,1,0,1,0,1,0,0
M,44.0,499,35550.39027470111,14,22,8.137727272727274,5,5.4,0,1,1,0,0,0,0,1,0,1
M,82.0,26,37203.39680225964,11,6,3.9800000000000004,2,4.0,0,1,0,0,0,1,1,1,0,1
M,20.0,176,51890.357706391434,7,4,3.02,0,,0,1,0,0,0,1,0,1,0,0
M,23.0,1257,54746.35509241785,13,20,3.3475,4,3.25,0,1,0,0,0,0,1,1,1,1
M,57.0,895,96615.51359858601,12,3,17.383333333333333,3,4.333333333333333,1,1,0,0,0,1,1,0,0,0
M,36.0,1030,67098.5060423557,10,10,12.078,2,7.5,1,0,0,0,1,1,0,0,0,0
M,45.0,285,77521.26678810324,5,6,3.926666666666667,0,,1,0,0,0,1,0,0,1,0,0
M,51.0,300,57526.154014369546,11,13,13.452307692307691,3,4.0,1,0,1,1,0,0,0,0,0,0
F,60.0,306,119464.54521032411,5,0,,0,,0,1,1,0,0,0,0,0,0,1
M,80.0,640,132759.01644482696,6,6,27.796666666666667,2,7.5,0,0,0,0,1,0,0,0,1,0
M,54.0,202,36522.9269614446,5,6,1.8416666666666666,0,,0,0,1,1,1,0,0,0,0,0
F,57.0,88,38711.67176137689,13,13,10.373846153846156,5,6.0,0,1,0,0,1,0,1,1,0,1
M,71.0,998,62944.670588732144,7,12,3.5375,1,5.0,1,0,1,1,0,0,0,0,0,0
M,64.0,593,86122.32553969484,15,9,21.667777777777776,5,4.4,1,1,1,0,1,0,0,0,0,0
M,49.0,245,111619.7354372874,8,3,21.596666666666668,2,7.5,0,0,1,1,1,0,0,0,1,0
M,61.0,70,56832.67034251815,8,0,,0,,0,0,0,0,1,0,1,0,0,1
M,26.0,295,48952.12530456349,7,13,2.3838461538461537,0,,0,0,0,1,1,1,0,0,0,0
M,21.0,362,77710.82796005004,7,2,3.665,0,,1,1,1,0,0,0,1,0,0,0
F,54.0,5,38040.083037099816,13,7,8.69,3,3.0,0,0,0,1,0,0,1,0,0,1
M,33.0,490,66530.60878830562,9,15,3.1959999999999997,2,3.5,1,0,1,0,0,1,0,0,0,1
M,53.0,475,70741.8873077519,8,8,16.84625,2,7.5,0,0,0,0,0,1,1,1,0,0
M,69.0,572,107177.2848800666,11,9,27.278888888888886,3,5.666666666666667,1,0,0,0,0,1,0,1,0,1
M,83.0,279,45605.479347227716,6,10,10.651,1,3.0,0,1,0,1,1,0,0,0,0,0
M,32.0,37,64501.25065134186,17,13,105.05076923076923,6,4.833333333333333,1,0,1,0,0,0,1,1,1,0
M,31.0,88,45842.76919110421,12,8,12.00375,3,6.666666666666667,0,0,0,1,1,1,1,0,1,0
F,47.0,1190,78397.17891592585,11,11,3.428181818181818,2,2.5,1,1,1,1,0,1,0,1,0,0
F,60.0,45,43409.94069848107,8,7,1.1471428571428572,0,,0,0,0,1,0,0,1,1,1,0
F,72.0,25,77406.96209057388,7,5,12.884,2,7.5,0,0,0,0,0,0,1,1,0,0
F,87.0,803,90021.41898932723,17,8,17.916249999999998,4,7.5,0,0,0,0,1,0,1,1,0,0
M,25.0,83,73271.14307560238,13,9,20.422222222222224,2,7.5,0,1,0,0,1,0,0,1,1,0
M,25.0,1411,79443.79990514409,6,9,2.332222222222222,0,,0,0,0,1,1,1,0,0,0,0
M,69.0,989,57897.85836404845,10,20,2.6814999999999998,1,3.0,0,1,0,1,1,1,0,1,0,0
O,77.0,220,96368.1790130572,9,13,26.697692307692307,3,4.333333333333333,0,1,0,0,0,0,1,0,1,0
F,53.0,426,80954.56865824091,10,13,17.64076923076923,2,5.0,0,0,0,1,0,1,1,0,0,0
F,58.0,781,63666.56798342511,11,13,13.821538461538463,4,8.75,1,0,0,0,1,0,0,1,0,0
M,75.0,779,114315.8026309169,9,3,40.27,2,2.0,0,0,1,0,0,0,1,0,0,1
M,49.0,354,68959.87065170231,11,3,4.64,2,2.5,0,1,0,0,0,0,1,0,0,1
M,70.0,298,113938.95019853662,11,1,27.11,1,2.0,0,1,0,0,1,0,0,0,0,1
M,37.0,929,51088.08408656743,5,5,1.532,0,,1,0,0,1,0,0,0,0,0,0
M,27.0,356,70066.90992100546,10,5,2.8,0,,0,0,0,1,1,0,0,0,1,1
M,60.0,192,80181.19716036756,16,12,70.35833333333333,4,8.0,0,0,0,1,1,1,0,1,0,1
